KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU14;020;AndraKostnadsers;N;Belopp7;;;Kostnadsersättningar som inte kryssats i ruta 050 - 056;;;
KU14;021;UnderlagRutarbete;N;Belopp7;;;Underlag för skattereduktion för rutarbete;;Om den anställde haft förmån av rutarbete, fält 012, kan den anställde ha rätt till skattereduktion. Fyll i underlaget för skattereduktionen här. Obs! Underlaget motsvarar inte alltid värdet av förmånen. I underlaget får du bara ta med kostnader för arbete och inte kostnader för material, utrustning och resor, trots att de ingår vid värderingen av förmånen. Om den anställde av sin nettolön har betalat för förmånen, ska förmånens värde minskas men inte underlaget för skattereduktion.;
KU14;022;UnderlagRotarbete;N;Belopp7;;;Underlag för skattereduktion för rotarbete;;Om den anställde haft förmån av rotarbete, fält 012, kan den anställde ha rätt till skattereduktion. Fyll i underlaget för skattereduktionen här. Obs! Underlaget motsvarar inte alltid värdet av förmånen. I underlaget får du bara ta med kostnader för arbete och inte kostnader för material, utrustning och resor, trots att de ingår vid värderingen av förmånen. Om den anställde av sin nettolön har betalat för förmånen, ska förmånens värde minskas men inte underlaget för skattereduktion.;
KU14;025;ErsMEgenavgifter;N;Belopp10;139;Fk025 får inte finnas om Fk093 finns.;Ersättningar som ligger till grund för egenavgifter;;Här redovisar du framför allt ersättningar till personer, som utan att vara näringsidkare ändå ska betala egenavgifter.;
KU14;030;Tjanstepension;N;Belopp10;;;Tjänstepension;;Här fyller du i pension som betalats ut till före detta anställda eller till deras efterlevande. Obs! Avgångsvederlag inte räknas som pension utan som lön och ska därför redovisas i fält 011.;
KU14;031;ErsEjSocAvg;N;Belopp10;;;Ersätningar som inte är underlag för socialavgifter ;;Här redovisar du bl.a. vissa ersättningar till idrottsutövare under ett halvt basbelopp och ersättningar till anställda som ska beskattas i Sverige men som tillhör ett annat lands socialförsäkring;
KU14;035;Forskarskattenamnden;N;Belopp10;;;Vissa inte skattepliktiga ersättningar till utländska experter m.fl. enligt beslut från Forskarskattenämnden;;Här fyller du i förmåner och ersättningar som är skattefria enligt beslut från Forskarskattenämnden. Obs! Den skattepliktiga delen av ersättningen redovisar du enligt vanliga regler i fält 011 och om så behövs i fält 012, 013, 018 och 020.;
KU14;041;BostadSmahus;N;Kryss;;;Bostad småhus;;;
KU14;042;Kost;N;Kryss;;;Kost;;;
KU14;043;BostadEjSmahus;N;Kryss;;;Bostad ej småhus;;;
KU14;044;Ranta;N;Kryss;;;Ränta;;;
KU14;045;Parkering;N;Kryss;;;Parkering;;;
KU14;047;AnnanForman;N;Kryss;;;Annan förmån;;;
KU14;048;FormanHarJusterats;N;Kryss;038;Om Fk048 finns och Fk031 och Fk025 saknas måste Fk012 eller Fk013 finnas.;Förmån har justerats;;Här markerar du om arbetsgivaren har fått beslut från Skatteverket om justering av förmånsvärdet för kost, bostad eller bilförmån. Obs! Du ska fylla i det justerade värdet i fält 012 eller 013.;
KU14;049;FormanSomPension;N;Kryss;040;Om Fk049 finns måste 012 eller 013 finnas.;Förmån som pension;;Här markerar du om en anställd gått i pension, men behållit en förmån som pension. Exempel: En tidigare anställd har fått behålla ett räntefritt lån som pension. Du ska då fylla i värdet av ränteförmånen i fält 012 och markera i fält 044 och 049.;
KU14;050;Bilersattning;N;Kryss;;;Enligt schablon Bilersättning;;;
KU14;051;TraktamenteInomRiket;N;Kryss;;;Enligt schablon Traktam. inom riket;;;
KU14;052;TraktamenteUtomRiket;N;Kryss;;;Enligt schablon Traktam. utom riket;;;
KU14;053;TjansteresaOver3MInrikes;N;Kryss;;;Tjänsteresa längre tid än tre månader Inrikes;;;
KU14;054;TjansteresaOver3MUtrikes;N;Kryss;;;Tjänsteresa längre tid än tre månader Utrikes;;;
KU14;055;Resekostnader;N;Kryss;;;Motsvarande gjorda utlägg m.m. avseende Resekostnader;;;
KU14;056;Logi;N;Kryss;;;Motsvarande gjorda utlägg m.m. avseende Logi;;;
KU14;059;PersonaloptionForvarvAndel;N;Kryss;;;Personaloption som inte ska förmånsbeskattas har utnyttjats för förvärv av andel;;;
KU14;060;Arbetsstallenummer;N;ArbetsstalleNummer;;;Arbetsställenummer från SCB;;;
KU14;061;Delagare;N;Kryss;;;Delägare m.fl. i fåmansföretag;;"Här markerar du om ditt företag är ett: • fåmansföretag och om den person som kontrolluppgiften gäller är företagsledare, närstående till sådan person eller delägare i företaget
• fåmanshandelsbolag och om den person kontrolluppgiften gäller är företagsledare eller närstående till en sådan person utan att vara delägare i handelsbolaget.
";
KU14;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU14;081;LandskodMedborgare;N;Landskod;048;Fk081 ska finnas om Fk250 finns.;Medborgarskap;Inkomsttagare;;
KU14;090;LandskodArbetsland;N;Landskod;049;Fk090 ska finnas om Fk251 finns.;Arbetsland;;"Här anger du det land där arbetet har utförts. Om den
anställde har arbetat i flera olika länder under året, ska du lämna en kontrolluppgift för varje land.";
KU14;091;UtsandUnderTid;N;SandUnderTid;;;Inkomsttagaren utsänd för arbete utomlands;;Om utsändningen sträcker sig över ett årsskifte ska den totala utsändningstiden anges.;
KU14;092;Kategori;N;KategoriKU14;050;Fk092 ska finnas om Fk205 saknas.;Ett av alternativen A - F ska fyllas i;;Här lämnar du uppgift som ligger till grund för vilket lands socialförsäkringssystem den anställde omfattas av. Om den anställde omfattas av svensk socialförsäkring ska du fylla i ett av alternativen A–E.;
KU14;093;SocialAvgiftsAvtal;N;Kryss;;;Socialavgiftsavtal finns;;Om en utländsk arbetsgivare som saknar fast driftställe i Sverige har träffat en överenskommelse (socialavgiftsavtal) med den anställde om att den anställde ska redovisa och betala arbetsgivaravgifterna i arbetsgivarens ställe ska du markera här. Den kontanta ersättningen redovisar du i fält 011 och förmåner i fält 012, 013 och 018.;
KU14;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Person-/organisationsnummer;Uppgiftslamnare;;
KU14;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU14;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU14;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;ta bort tidigare inlämnad kontrolluppgift;;;
KU14;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Person- /organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU14;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU14;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU14;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU14;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU14;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU14;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU14;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU14;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU14;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU14;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU14;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU14;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU14;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU16;001;AvdragenSkatt;N;Belopp10;;;Avdragen skatt;;;
KU16;008;AnstalldFrom;N;Manad;;;Anställd fr.o.m. månad;;Om inkomsttagaren varit anställd del av året anger du första anställningsmånaden. Har anställningen varat hela året behöver du inte ange något här.;
KU16;009;AnstalldTom;N;Manad;009;Fk009 måste vara >= Fk008.;Anställd t.o.m. månad;;Om inkomsttagaren varit anställd del av året anger du sista anställningsmånaden. Har anställningen varat hela året behöver du inte ange något här.;
KU16;011;KontantBruttolonMm;N;Belopp10;013;Fk011 måste finnas om Fk205, Fk001, Fk012, Fk020, Fk031, Fk051 och Fk052 alla saknas.;Kontant bruttolön m.m.;;Här fyller du framför allt i sådan ersättning (brutto) som arbetsgivaren ska betala arbetsgivaravgifter för.;
KU16;012;FormanUtomBilDrivmedel;N;Belopp10;017,018;"Fk012 måste finnas om Fk021 eller Fk022 finns.
Om Fk042 finns och Fk031 saknas måste Fk012 >= 0.";Skattepliktiga förmåner utom bilförmån och drivmedel vid bilförmån;;Här redovisar du bland annat värdet av förmån av fri kost. Även vissa andra förmåner än fri kost, till exempel fri hälso- och sjukvård, fria läkemedel och fria privata resor (för anställda hos färjerederierna) redovisar du i fält 012. Markera fält 042 om kost ingår i förmånen. Bilförmån, drivmedelsförmån, ränteförmån, bostadsförmån och liknande redovisar du på den vanliga lönekontrolluppgiften (KU10).;
KU16;020;AndraKostnadsers;N;Belopp7;;;Kostnadsersättningar som inte kryssats i ruta 051 - 052;;;
KU16;021;UnderlagRutarbete;N;Belopp7;;;Underlag för skattereduktion för rutarbete;;Om den anställde haft förmån av rutarbete, fält 012, kan den anställde ha rätt till skattereduktion. Fyll i underlaget för skattereduktionen här. Obs! Underlaget motsvarar inte alltid värdet av förmånen. I underlaget får du bara ta med kostnader för arbete och inte kostnader för material, utrustning och resor, trots att de ingår vid värderingen av förmånen. Om den anställde av sin nettolön har betalat för förmånen, ska förmånens värde minskas men inte underlaget för skattereduktion.;
KU16;022;UnderlagRotarbete;N;Belopp7;;;Underlag för skattereduktion för rotarbete;;Om den anställde haft förmån av rotarbete, fält 012, kan den anställde ha rätt till skattereduktion. Fyll i underlaget för skattereduktionen här. Obs! Underlaget motsvarar inte alltid värdet av förmånen. I underlaget får du bara ta med kostnader för arbete och inte kostnader för material, utrustning och resor, trots att de ingår vid värderingen av förmånen. Om den anställde av sin nettolön har betalat för förmånen, ska förmånens värde minskas men inte underlaget för skattereduktion.;
KU16;026;Fartygssignal;N;Fartygssignal;031;Fk026 måste finnas om Fk205 saknas.;Fartygssignal;;Här anger du fartygssignalen, fartygets identitet, med fyra tecken. Anges även för arbete ombord på utländska fartyg (EES-handelsfartyg).  Om fartygssignalen har fler än fyra tecken ska du ange de första fyra tecknen.;
KU16;027;AntalDagarSjoinkomst;N;Dagar;032;Fk027 måste finnas om Fk205 saknas.;Antal dagar med sjöinkomst;;;
KU16;028;NarfartFjarrfart;N;NarfartFjarrfart;033;Fk028 måste finnas om Fk205 saknas.;Närfart/Fjärrfart;;;
KU16;031;ErsEjSocAvg;N;Belopp10;;;Ersätningar som inte är underlag för socialavgifter ;;Här redovisar du bl.a. vissa ersättningar till idrottsutövare under ett halvt basbelopp och ersättningar till anställda som ska beskattas i Sverige men som tillhör ett annat lands socialförsäkring;
KU16;042;Kost;N;Kryss;;;Kost;;;
KU16;051;TraktamenteInomRiket;N;Kryss;;;Enligt schablon Traktam. inom riket;;;
KU16;052;TraktamenteUtomRiket;N;Kryss;;;Enligt schablon Traktam. utom riket;;;
KU16;060;Arbetsstallenummer;N;ArbetsstalleNummer;;;Arbetsställenummer från SCB;;;
KU16;061;Delagare;N;Kryss;;;Delägare m.fl. i fåmansföretag;;"Här markerar du om ditt företag är ett: • fåmansföretag och om den person som kontrolluppgiften gäller är företagsledare, närstående till sådan person eller delägare i företaget
• fåmanshandelsbolag och om den person kontrolluppgiften gäller är företagsledare eller närstående till en sådan person utan att vara delägare i handelsbolaget.
";
KU16;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU16;093;SocialAvgiftsAvtal;N;Kryss;;;Socialavgiftsavtal finns;;Om en utländsk arbetsgivare som saknar fast driftställe i Sverige har träffat en överenskommelse (socialavgiftsavtal) med den anställde om att den anställde ska redovisa och betala arbetsgivaravgifterna i arbetsgivarens ställe ska du markera här. Den kontanta ersättningen redovisar du i fält 011 och förmåner i fält 012, 013 och 018.;
KU16;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Person-/organisationsnummer;Uppgiftslamnare;;
KU16;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU16;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU16;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;ta bort tidigare inlämnad kontrolluppgift;;;
KU16;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU16;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU16;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU16;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
